HOUSE NUMBER,STREET,ZIPCODE,PROPERTY CLASS CODE DESCRIPTION,FRONT,DEPTH,HOUSE NUMBER STREET ZIPCODE
528,WINSLOW,14211,RESIDENTIAL VACANT LAND,30.00,113.00,528 WINSLOW 14211
94,STANTON,14206,RESIDENTIAL VACANT LAND,30.00,105.00,94 STANTON 14206
96,STANTON,14206,RESIDENTIAL VACANT LAND,30.00,105.00,96 STANTON 14206
435,WINSLOW,14211,ONE FAMILY DWELLING,30.00,113.00,435 WINSLOW 14211
483,WINSLOW,14211,TWO FAMILY DWELLING,30.00,113.00,483 WINSLOW 14211
69,DEPEW EAST,14214,TWO FAMILY DWELLING,40.00,128.00,69 DEPEW EAST 14214
193,BRUNSWICK,14208,TWO FAMILY DWELLING,36.00,110.00,193 BRUNSWICK 14208
517,WINSLOW,14211,RESIDENTIAL VACANT LAND,30.00,113.00,517 WINSLOW 14211
76,LOMBARD,14212,RESIDENTIAL VACANT LAND,30.00,110.00,76 LOMBARD 14212
672,WOODLAWN,14211,TWO FAMILY DWELLING,30.00,146.00,672 WOODLAWN 14211
230,COIT,14212,RESIDENTIAL VACANT LAND,30.00,108.00,230 COIT 14212
826,WOODLAWN,14211,ONE FAMILY DWELLING,30.28,103.00,826 WOODLAWN 14211
846,WOODLAWN,14211,ONE FAMILY DWELLING,31.00,103.00,846 WOODLAWN 14211
236,COIT,14212,RESIDENTIAL VACANT LAND,30.00,108.00,236 COIT 14212
146,LOMBARD,14212,RESIDENTIAL VACANT LAND,25.00,110.00,146 LOMBARD 14212
609,WOODLAWN,14211,ONE FAMILY DWELLING,30.00,103.00,609 WOODLAWN 14211
795,WOODLAWN,14211,OTHER STORAGE & WAREHOUSE FACILITIES,317.00,108.00,795 WOODLAWN 14211
63,MADISON,14206,ONE FAMILY DWELLING,30.00,109.00,63 MADISON 14206
190,WILSON,14212,RESIDENTIAL VACANT LAND,35.00,100.00,190 WILSON 14212
736,DELAVAN WEST,14222,TWO FAMILY DWELLING,40.00,150.00,736 DELAVAN WEST 14222
844,DELAVAN WEST,14209,OFFICE BUILDING,51.64,188.00,844 DELAVAN WEST 14209
84,DETROIT,14206,RESIDENTIAL VACANT LAND,30.00,108.00,84 DETROIT 14206
17,WARREN,14212,RESIDENTIAL VACANT LAND,42.00,85.00,17 WARREN 14212
196,MADISON,14206,RESIDENTIAL VACANT LAND,30.00,94.00,196 MADISON 14206
202,MADISON,14206,RESIDENTIAL VACANT LAND,30.00,94.00,202 MADISON 14206
99999,SHERMAN,14212,RESIDENTIAL VACANT LAND,15.00,132.00,99999 SHERMAN 14212
77,WARREN,14212,RESIDENTIAL VACANT LAND,30.00,100.00,77 WARREN 14212
353,ELMWOOD,14222,APARTMENT,50.00,200.00,353 ELMWOOD 14222
27,CELTIC,14208,ONE FAMILY DWELLING,30.00,164.00,27 CELTIC 14208
395,ELMWOOD,14222,TWO FAMILY DWELLING,50.00,200.00,395 ELMWOOD 14222
224,WATSON,14206,RESIDENTIAL VACANT LAND,30.00,107.00,224 WATSON 14206
770,FERRY WEST,14222,APARTMENT,2.00,491.50,770 FERRY WEST 14222
224,JEWETT AVE,14214,TWO FAMILY DWELLING,30.00,120.00,224 JEWETT AVE 14214
142,HARVARD,14209,TWO FAMILY DWELLING,29.87,93.00,142 HARVARD 14209
187,JEWETT AVE,14214,THREE FAMILY DWELLING,30.00,120.00,187 JEWETT AVE 14214
283,DELAVAN EAST,14208,ONE FAMILY DWELLING,30.00,120.00,283 DELAVAN EAST 14208
150,HARVARD,14209,ONE FAMILY DWELLING,30.00,93.00,150 HARVARD 14209
162,HARVARD,14209,TWO FAMILY DWELLING,30.00,60.00,162 HARVARD 14209
24,HORTON,14209,TWO FAMILY DWELLING,36.03,79.00,24 HORTON 14209
902,EAGLE EAST,14210,RESIDENTIAL VACANT LAND,28.00,0.00,902 EAGLE EAST 14210
59,INWOOD,14209,TWO FAMILY DWELLING,30.00,120.00,59 INWOOD 14209
81,INWOOD,14209,TWO FAMILY DWELLING,33.50,120.00,81 INWOOD 14209
876,LAFAYETTE AVE,14209,ONE FAMILY DWELLING,30.00,96.00,876 LAFAYETTE AVE 14209
962,LAFAYETTE AVE,14209,TWO FAMILY DWELLING,30.51,122.00,962 LAFAYETTE AVE 14209
188,HUGHES,14208,THREE FAMILY DWELLING,36.75,120.00,188 HUGHES 14208
966,LAFAYETTE AVE,14209,TWO FAMILY DWELLING,30.00,121.00,966 LAFAYETTE AVE 14209
66,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,25.00,100.00,66 PADEREWSKI 14212
976,LAFAYETTE AVE,14209,TWO FAMILY DWELLING,30.00,100.00,976 LAFAYETTE AVE 14209
68,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,25.00,100.00,68 PADEREWSKI 14212
334,LA SALLE,14215,ONE FAMILY DWELLING,40.00,130.00,334 LA SALLE 14215
9,DONALDSON,14208,ONE FAMILY DWELLING,35.00,105.00,9 DONALDSON 14208
1002,LAFAYETTE AVE,14209,ONE FAMILY DWELLING,30.00,140.00,1002 LAFAYETTE AVE 14209
74,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,29.00,100.00,74 PADEREWSKI 14212
186,PADEREWSKI,14212,TWO FAMILY DWELLING,30.00,118.00,186 PADEREWSKI 14212
420,LA SALLE,14215,ONE FAMILY DWELLING,32.00,130.00,420 LA SALLE 14215
29,DONALDSON,14208,ONE FAMILY DWELLING,35.00,105.00,29 DONALDSON 14208
963,LAFAYETTE AVE,14209,ONE FAMILY DWELLING,35.00,118.00,963 LAFAYETTE AVE 14209
295,LINWOOD AVE,14209,TWO FAMILY DWELLING,45.00,235.00,295 LINWOOD AVE 14209
385,LINWOOD AVE,14209,THREE FAMILY DWELLING,50.00,160.00,385 LINWOOD AVE 14209
501,FILLMORE,14206,TWO FAMILY DWELLING,30.00,125.00,501 FILLMORE 14206
211,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,32.00,113.00,211 PADEREWSKI 14212
213,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,25.00,113.00,213 PADEREWSKI 14212
635,LINWOOD AVE,14209,ONE FAMILY DWELLING,52.21,200.00,635 LINWOOD AVE 14209
705,LINWOOD AVE,14209,TWO FAMILY DWELLING,36.00,100.00,705 LINWOOD AVE 14209
33,BRUNSWICK,14208,TWO FAMILY DWELLING,35.00,87.00,33 BRUNSWICK 14208
15,LINWOOD TERR,14209,TWO FAMILY DWELLING,36.00,120.00,15 LINWOOD TERR 14209
301,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,27.50,113.00,301 PADEREWSKI 14212
1238,MAIN,14209,COM VAC W/IMP,55.00,125.92,1238 MAIN 14209
15,OXFORD,14209,TWO FAMILY DWELLING,40.91,110.00,15 OXFORD 14209
307,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,27.50,113.00,307 PADEREWSKI 14212
319,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,27.50,113.00,319 PADEREWSKI 14212
183,OXFORD,14209,TWO FAMILY DWELLING,32.00,110.00,183 OXFORD 14209
323,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,24.90,113.00,323 PADEREWSKI 14212
211,OXFORD,14209,TWO FAMILY DWELLING,36.00,85.00,211 OXFORD 14209
367,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,30.00,102.00,367 PADEREWSKI 14212
239,OXFORD,14209,THREE FAMILY DWELLING,30.00,74.00,239 OXFORD 14209
264,PECKHAM,14206,RESIDENTIAL VACANT LAND,26.50,150.00,264 PECKHAM 14206
79,STRAUSS,14212,RESIDENTIAL VACANT LAND,30.00,139.00,79 STRAUSS 14212
158,OXFORD,14209,ONE FAMILY DWELLING,40.00,74.00,158 OXFORD 14209
289,PECKHAM,14206,RESIDENTIAL VACANT LAND,32.00,60.00,289 PECKHAM 14206
402,GLENWOOD,14208,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS,32.50,115.00,402 GLENWOOD 14208
78,DUPONT,14208,RESIDENTIAL VACANT LAND,25.00,107.00,78 DUPONT 14208
502,GLENWOOD,14208,TWO FAMILY DWELLING,30.00,129.00,502 GLENWOOD 14208
237,UTICA WEST,14222,TWO FAMILY DWELLING,34.00,150.00,237 UTICA WEST 14222
115,PLAYTER,14212,RESIDENTIAL VACANT LAND,30.00,91.00,115 PLAYTER 14212
481,GLENWOOD,14208,RESIDENTIAL VACANT LAND,16.00,150.00,481 GLENWOOD 14208
25,ADA,14208,ONE FAMILY DWELLING,20.50,64.00,25 ADA 14208
59,ALEXANDER,14208,APARTMENT,100.52,111.00,59 ALEXANDER 14208
173,PLAYTER,14212,RESIDENTIAL VACANT LAND,31.00,92.00,173 PLAYTER 14212
63,ALEXANDER,14208,TWO FAMILY DWELLING,30.00,111.00,63 ALEXANDER 14208
223,PLAYTER,14212,RESIDENTIAL VACANT LAND,30.00,94.00,223 PLAYTER 14212
73,ALEXANDER,14208,ONE FAMILY DWELLING,60.00,111.00,73 ALEXANDER 14208
97,ALEXANDER,14208,ONE FAMILY DWELLING,21.00,104.00,97 ALEXANDER 14208
2,DAISY,14208,ONE FAMILY DWELLING,30.00,60.00,2 DAISY 14208
101,ALEXANDER,14208,MULTIPLE RESIDENCES,26.70,116.00,101 ALEXANDER 14208
48,GIBSON,14206,RESIDENTIAL VACANT LAND,30.00,110.00,48 GIBSON 14206
84,ALEXANDER,14208,ONE FAMILY DWELLING,50.00,114.00,84 ALEXANDER 14208
37,MIDWAY,14215,ONE FAMILY DWELLING,34.15,0.00,37 MIDWAY 14215
539,FERRY EAST,14208,RESIDENTIAL VACANT LAND,30.00,106.00,539 FERRY EAST 14208
184,PLAYTER,14212,RESIDENTIAL VACANT LAND,30.00,90.00,184 PLAYTER 14212
70,CHESTER,14208,ONE FAMILY DWELLING,37.80,100.00,70 CHESTER 14208
512,DODGE,14208,ONE FAMILY DWELLING,30.00,110.00,512 DODGE 14208
82,CHESTER,14208,TWO FAMILY DWELLING,25.00,100.00,82 CHESTER 14208
125,SEARS,14212,RESIDENTIAL VACANT LAND,30.00,90.00,125 SEARS 14212
40,DODGE,14209,TWO FAMILY DWELLING,35.00,140.00,40 DODGE 14209
106,DODGE,14209,TWO FAMILY DWELLING,30.00,141.00,106 DODGE 14209
112,DODGE,14209,TWO FAMILY DWELLING,44.00,141.00,112 DODGE 14209
316,DODGE,14208,TWO FAMILY DWELLING,35.00,142.00,316 DODGE 14208
107,DODGE,14209,TWO FAMILY DWELLING,32.00,143.00,107 DODGE 14209
45,HOUGHTON,14212,RESIDENTIAL VACANT LAND,30.00,100.00,45 HOUGHTON 14212
32,EATON,14209,TWO FAMILY DWELLING,30.00,143.00,32 EATON 14209
42,GERHARDT,14208,RESIDENTIAL VACANT LAND,30.00,130.00,42 GERHARDT 14208
250,SHERMAN,14212,RESIDENTIAL VACANT LAND,30.00,105.00,250 SHERMAN 14212
186,EATON,14208,TWO FAMILY DWELLING,35.00,141.00,186 EATON 14208
262,SHERMAN,14212,RESIDENTIAL VACANT LAND,30.00,105.00,262 SHERMAN 14212
204,HOWARD,14206,RESIDENTIAL VACANT LAND,52.00,104.00,204 HOWARD 14206
120,PARKRIDGE,14215,ONE FAMILY DWELLING,33.00,112.00,120 PARKRIDGE 14215
51,EATON,14209,ONE FAMILY DWELLING,31.00,135.00,51 EATON 14209
127,SHUMWAY,14206,RESIDENTIAL VACANT LAND,30.00,105.00,127 SHUMWAY 14206
425,GLENWOOD,14208,RESIDENTIAL VACANT LAND,32.50,113.00,425 GLENWOOD 14208
157,EATON,14208,ONE FAMILY DWELLING,35.00,135.00,157 EATON 14208
189,EATON,14208,ONE FAMILY DWELLING,35.00,135.00,189 EATON 14208
237,SHUMWAY,14212,RESIDENTIAL VACANT LAND,25.00,105.00,237 SHUMWAY 14212
72,DUPONT,14208,RESIDENTIAL VACANT LAND,31.00,107.00,72 DUPONT 14208
1059,ELLICOTT,14209,TWO FAMILY DWELLING,30.77,122.00,1059 ELLICOTT 14209
41,POULTNEY,14215,ONE FAMILY DWELLING,34.00,112.00,41 POULTNEY 14215
437,JEFFERSON,14204,COMMERCIAL VACANT LAND,30.00,110.00,437 JEFFERSON 14204
1123,ELLICOTT,14209,ONE FAMILY DWELLING,38.00,125.00,1123 ELLICOTT 14209
46,EMERSON,14209,TWO FAMILY DWELLING,33.00,100.00,46 EMERSON 14209
52,EMERSON,14209,THREE FAMILY DWELLING,30.00,100.00,52 EMERSON 14209
111,KENT,14212,RESIDENTIAL VACANT LAND,33.33,120.00,111 KENT 14212
64,FLORIDA,14208,TWO FAMILY DWELLING,27.00,150.00,64 FLORIDA 14208
1021,SMITH,14212,RESIDENTIAL VACANT LAND,30.00,108.00,1021 SMITH 14212
1239,JEFFERSON,14208,DOWNTOWN ROW TYPE (DETACHED),69.00,140.00,1239 JEFFERSON 14208
1251,JEFFERSON,14208,COMMERCIAL VACANT LAND,28.00,125.00,1251 JEFFERSON 14208
1253,JEFFERSON,14208,COMMERCIAL VACANT LAND,40.50,125.00,1253 JEFFERSON 14208
155,RODNEY,14214,ONE FAMILY DWELLING,32.00,115.00,155 RODNEY 14214
830,SMITH,14206,RESIDENTIAL VACANT LAND,30.00,105.00,830 SMITH 14206
172,GLENWOOD,14208,TWO FAMILY DWELLING,30.00,100.00,172 GLENWOOD 14208
29,GLENWOOD,14209,APARTMENT,33.00,192.00,29 GLENWOOD 14209
35,GLENWOOD,14209,ONE FAMILY DWELLING,43.06,192.50,35 GLENWOOD 14209
241,GLENWOOD,14208,ONE FAMILY DWELLING,35.00,100.00,241 GLENWOOD 14208
273,GLENWOOD,14208,ONE FAMILY DWELLING,48.00,105.50,273 GLENWOOD 14208
284,GRAPE,14204,TWO FAMILY DWELLING,27.00,105.00,284 GRAPE 14204
185,LOMBARD,14212,RESIDENTIAL VACANT LAND,30.00,109.00,185 LOMBARD 14212
138,KINGSLEY,14208,RESIDENTIAL VACANT LAND,32.00,114.00,138 KINGSLEY 14208
83,KINGSLEY,14208,RESIDENTIAL VACANT LAND,33.00,115.00,83 KINGSLEY 14208
20,HARLOW,14208,ONE FAMILY DWELLING,30.00,100.00,20 HARLOW 14208
22,HARLOW,14208,ONE FAMILY DWELLING,30.00,100.00,22 HARLOW 14208
1242,JEFFERSON,14208,RELIGIOUS,134.00,164.00,1242 JEFFERSON 14208
1288,JEFFERSON,14208,ONE STORY SMALL STRUCTURE,38.90,130.00,1288 JEFFERSON 14208
6,THORNTON,14215,TWO FAMILY DWELLING,37.00,115.00,6 THORNTON 14215
8,THORNTON,14215,RESIDENTIAL VACANT LAND,37.57,116.30,8 THORNTON 14215
44,SWEET,14212,TWO FAMILY DWELLING,30.00,100.00,44 SWEET 14212
1484,JEFFERSON,14208,RESIDENTIAL VACANT LAND,30.00,125.00,1484 JEFFERSON 14208
168,LOMBARD,14212,RESIDENTIAL VACANT LAND,30.00,110.00,168 LOMBARD 14212
44,VICTORIA,14214,TWO FAMILY DWELLING,30.00,115.00,44 VICTORIA 14214
168,LANDON,14208,RESIDENTIAL VACANT LAND,30.00,142.00,168 LANDON 14208
115,LORD,14210,RESIDENTIAL VACANT LAND,25.66,92.00,115 LORD 14210
19,TOWNSEND,14206,RESIDENTIAL VACANT LAND,30.00,100.00,19 TOWNSEND 14206
1528,JEFFERSON,14208,DOWNTOWN ROW TYPE (DETACHED),30.00,125.00,1528 JEFFERSON 14208
39,TOWNSEND,14206,RESIDENTIAL VACANT LAND,30.00,100.00,39 TOWNSEND 14206
1578,JEFFERSON,14208,RESIDENTIAL VACANT LAND,32.00,70.00,1578 JEFFERSON 14208
1612,JEFFERSON,14208,DOWNTOWN ROW TYPE (DETACHED),31.00,65.00,1612 JEFFERSON 14208
18,LAUREL,14209,THREE FAMILY DWELLING,35.00,100.00,18 LAUREL 14209
360,GLENWOOD,14208,RESIDENTIAL VACANT LAND,30.70,141.00,360 GLENWOOD 14208
48,LAUREL,14209,TWO FAMILY DWELLING,35.00,102.00,48 LAUREL 14209
230,LAUREL,14208,ONE FAMILY DWELLING,30.00,150.00,230 LAUREL 14208
29,LAUREL,14209,TWO FAMILY DWELLING,35.00,108.00,29 LAUREL 14209
33,LAUREL,14209,TWO FAMILY DWELLING,35.00,109.00,33 LAUREL 14209
182,TOWNSEND,14212,RESIDENTIAL VACANT LAND,30.00,100.00,182 TOWNSEND 14212
57,LAUREL,14209,TWO FAMILY DWELLING,31.50,111.00,57 LAUREL 14209
49,WADE,14214,ONE FAMILY DWELLING,30.00,152.00,49 WADE 14214
205,LAUREL,14208,TWO FAMILY DWELLING,30.00,107.00,205 LAUREL 14208
101,LAUREL,14209,TWO FAMILY DWELLING,30.00,110.00,101 LAUREL 14209
370,NORTHAMPTON,14208,RESIDENTIAL VACANT LAND,28.00,117.00,370 NORTHAMPTON 14208
107,LAUREL,14209,ONE FAMILY DWELLING,30.00,110.00,107 LAUREL 14209
122,WAKEFIELD,14214,ONE FAMILY DWELLING,30.00,115.00,122 WAKEFIELD 14214
197,LAUREL,14208,RESIDENTIAL VACANT LAND,30.20,107.00,197 LAUREL 14208
16,LYTH,14208,ONE FAMILY DWELLING,25.00,120.00,16 LYTH 14208
34,LYTH,14208,MULTIPLE RESIDENCES,24.40,120.00,34 LYTH 14208
41,WARREN,14212,RESIDENTIAL VACANT LAND,30.00,100.00,41 WARREN 14212
128,MONROE,14206,RESIDENTIAL VACANT LAND,30.00,109.00,128 MONROE 14206
78,MASTEN,14209,ONE FAMILY DWELLING,27.00,115.00,78 MASTEN 14209
515,NORTHAMPTON,14208,RELIGIOUS,111.90,107.00,515 NORTHAMPTON 14208
218,MASTEN,14209,RESIDENTIAL VACANT LAND,30.00,125.00,218 MASTEN 14209
306,MASTEN,14209,ONE FAMILY DWELLING,30.00,110.00,306 MASTEN 14209
1220,MICHIGAN,14209,APARTMENT,40.00,75.00,1220 MICHIGAN 14209
64,WARREN,14212,RESIDENTIAL VACANT LAND,30.00,100.00,64 WARREN 14212
1304,MICHIGAN,14209,TWO FAMILY DWELLING,30.00,131.00,1304 MICHIGAN 14209
1366,MICHIGAN,14209,ONE FAMILY DWELLING,33.00,125.00,1366 MICHIGAN 14209
11,ONEIDA,14206,TWO FAMILY DWELLING,25.00,116.00,11 ONEIDA 14206
1131,SYCAMORE,14212,RESIDENTIAL VACANT LAND,36.16,114.00,1131 SYCAMORE 14212
83,NORTHAMPTON,14209,TWO FAMILY DWELLING,38.00,146.00,83 NORTHAMPTON 14209
97,NORTHAMPTON,14209,TWO FAMILY DWELLING,25.00,146.00,97 NORTHAMPTON 14209
29,ONEIDA,14206,RESIDENTIAL VACANT LAND,25.00,116.00,29 ONEIDA 14206
110,WATSON,14206,RESIDENTIAL VACANT LAND,29.25,107.00,110 WATSON 14206
96,ALMA,14215,ONE FAMILY DWELLING,30.00,125.00,96 ALMA 14215
41,TIMON,14211,RESIDENTIAL VACANT LAND,30.00,124.00,41 TIMON 14211
350,WATSON,14212,RESIDENTIAL VACANT LAND,45.00,107.00,350 WATSON 14212
303,NORTHAMPTON,14208,MULTIPLE RESIDENCES,35.00,123.00,303 NORTHAMPTON 14208
315,NORTHAMPTON,14208,ONE FAMILY DWELLING,35.00,123.00,315 NORTHAMPTON 14208
40,NORTHLAND,14208,ONE FAMILY DWELLING,29.00,125.00,40 NORTHLAND 14208
20,PORTAGE,14208,ONE FAMILY DWELLING,30.47,164.00,20 PORTAGE 14208
582,WILLIAM,14206,ONE STORY SMALL STRUCTURE,27.00,113.00,582 WILLIAM 14206
46,NORTHLAND,14208,TWO FAMILY DWELLING,30.00,140.00,46 NORTHLAND 14208
65,NORTHLAND,14208,RESIDENTIAL VACANT LAND,30.00,120.00,65 NORTHLAND 14208
780,WILLIAM,14206,COMMERCIAL VACANT LAND,54.00,126.00,780 WILLIAM 14206
129,NORTHLAND,14208,TWO FAMILY DWELLING,30.00,120.00,129 NORTHLAND 14208
149,NORTHLAND,14208,TWO FAMILY DWELLING,27.00,93.00,149 NORTHLAND 14208
191,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,30.00,121.50,191 PADEREWSKI 14212
56,OTIS,14209,ONE FAMILY DWELLING,31.00,127.00,56 OTIS 14209
285,PEACH,14204,TWO FAMILY DWELLING,35.00,105.00,285 PEACH 14204
199,PADEREWSKI,14212,RESIDENTIAL VACANT LAND,25.00,113.00,199 PADEREWSKI 14212
287,PEACH,14204,TWO FAMILY DWELLING,65.00,105.00,287 PEACH 14204
539,RILEY,14208,RESIDENTIAL VACANT LAND,34.00,105.00,539 RILEY 14208
543,RILEY,14208,TWO FAMILY DWELLING,34.00,105.00,543 RILEY 14208
97,PURDY,14208,RESIDENTIAL VACANT LAND,25.00,100.00,97 PURDY 14208
119,PURDY,14208,ONE FAMILY DWELLING,30.00,100.00,119 PURDY 14208
48,NORTHLAND,14208,ONE FAMILY DWELLING,30.00,140.00,48 NORTHLAND 14208
319,PURDY,14208,ONE FAMILY DWELLING,30.00,95.00,319 PURDY 14208
2662,BAILEY,14215,ONE STORY SMALL STRUCTURE,184.62,0.00,2662 BAILEY 14215
271,ROEHRER,14208,TWO FAMILY DWELLING,85.00,110.25,271 ROEHRER 14208
32,WILSON,14206,RESIDENTIAL VACANT LAND,30.00,100.00,32 WILSON 14206
34,WILSON,14206,RESIDENTIAL VACANT LAND,30.00,100.00,34 WILSON 14206
57,WOLTZ,14212,RESIDENTIAL VACANT LAND,30.00,108.00,57 WOLTZ 14212
214,PURDY,14208,ONE FAMILY DWELLING,30.00,100.00,214 PURDY 14208
2682,BAILEY,14215,AUTO BODY AND TIRE SHOPS,63.62,100.00,2682 BAILEY 14215
2780,BAILEY,14215,AUTO DEALERS,32.00,123.00,2780 BAILEY 14215
218,PURDY,14208,ONE FAMILY DWELLING,30.00,100.00,218 PURDY 14208
220,PURDY,14208,ONE FAMILY DWELLING,60.00,100.00,220 PURDY 14208
240,PURDY,14208,TWO FAMILY DWELLING,30.00,100.00,240 PURDY 14208
244,PURDY,14208,TWO FAMILY DWELLING,30.00,100.00,244 PURDY 14208
192,WILSON,14212,RESIDENTIAL VACANT LAND,25.00,100.00,192 WILSON 14212
2960,BAILEY,14215,DOWNTOWN ROW TYPE (DETACHED),32.00,150.00,2960 BAILEY 14215
322,PURDY,14208,RESIDENTIAL VACANT LAND,27.00,100.00,322 PURDY 14208
175,ROEHRER,14208,RESIDENTIAL VACANT LAND,30.00,117.00,175 ROEHRER 14208
102,RILEY,14209,RESIDENTIAL VACANT LAND,24.75,106.00,102 RILEY 14209
2966,BAILEY,14215,DOWNTOWN ROW TYPE (DETACHED),31.00,150.00,2966 BAILEY 14215
228,RILEY,14208,TWO FAMILY DWELLING,33.33,106.00,228 RILEY 14208
255,WOLTZ,14211,TWO FAMILY DWELLING,30.00,108.00,255 WOLTZ 14211
226,WILSON,14212,RESIDENTIAL VACANT LAND,30.00,100.00,226 WILSON 14212
246,WILSON,14212,RESIDENTIAL VACANT LAND,30.00,100.00,246 WILSON 14212
177,RILEY,14209,DOWNTOWN ROW TYPE (DETACHED),30.00,112.50,177 RILEY 14209
114,ROEHRER,14208,RESIDENTIAL VACANT LAND,30.00,110.00,114 ROEHRER 14208
146,ROEHRER,14208,RESIDENTIAL VACANT LAND,30.00,68.00,146 ROEHRER 14208
255,RILEY,14208,MULTIPLE RESIDENCES,60.00,172.00,255 RILEY 14208
168,SOUTHAMPTON,14208,RESIDENTIAL VACANT LAND,30.00,130.00,168 SOUTHAMPTON 14208
164,ROEHRER,14208,RESIDENTIAL VACANT LAND,25.00,98.00,164 ROEHRER 14208
68,PECKHAM,14206,RESIDENTIAL VACANT LAND,27.00,120.00,68 PECKHAM 14206
246,SOUTHAMPTON,14208,TWO FAMILY DWELLING,35.00,130.00,246 SOUTHAMPTON 14208
260,PECKHAM,14206,TWO FAMILY DWELLING,25.00,120.00,260 PECKHAM 14206
1375,JEFFERSON,14208,DOWNTOWN ROW TYPE (DETACHED),34.00,107.00,1375 JEFFERSON 14208
86,BEVERLY,14208,ONE FAMILY DWELLING,33.00,104.00,86 BEVERLY 14208
47,SOUTHAMPTON,14209,TWO FAMILY DWELLING,30.00,140.00,47 SOUTHAMPTON 14209
480,PECKHAM,14206,RESIDENTIAL VACANT LAND,59.79,100.00,480 PECKHAM 14206
105,BICKFORD,14215,ONE FAMILY DWELLING,37.67,0.00,105 BICKFORD 14215
210,UTICA EAST,14208,RESIDENCE WITH COMMERCIAL USE,37.50,91.40,210 UTICA EAST 14208
14,WELKER,14208,ONE FAMILY DWELLING,48.00,100.00,14 WELKER 14208
329,CAMBRIDGE,14215,ONE FAMILY DWELLING,35.00,125.00,329 CAMBRIDGE 14215
11,UTICA EAST,14209,DOWNTOWN ROW TYPE (DETACHED),50.20,120.00,11 UTICA EAST 14209
13,WILLOW,14208,TWO FAMILY DWELLING,28.00,100.00,13 WILLOW 14208
367,UTICA EAST,14208,RESIDENTIAL VACANT LAND,30.00,142.00,367 UTICA EAST 14208
79,KINGSLEY,14208,APARTMENT,33.00,117.00,79 KINGSLEY 14208
493,CAMBRIDGE,14215,ONE FAMILY DWELLING,35.00,125.00,493 CAMBRIDGE 14215
101,UTICA EAST,14209,TWO FAMILY DWELLING,28.00,100.00,101 UTICA EAST 14209
427,UTICA EAST,14208,RESIDENTIAL VACANT LAND,30.00,142.00,427 UTICA EAST 14208
406,CAMBRIDGE,14215,ONE FAMILY DWELLING,30.00,125.00,406 CAMBRIDGE 14215
62,WINSLOW,14208,ONE FAMILY DWELLING,45.00,108.00,62 WINSLOW 14208
237,UTICA EAST,14208,ONE FAMILY DWELLING,47.00,145.00,237 UTICA EAST 14208
410,CAMBRIDGE,14215,ONE FAMILY DWELLING,30.00,125.00,410 CAMBRIDGE 14215
307,CHELSEA,14215,ONE FAMILY DWELLING,31.00,108.00,307 CHELSEA 14215
83,VERPLANCK,14208,ONE FAMILY DWELLING,26.25,100.00,83 VERPLANCK 14208
125,VERPLANCK,14208,TWO FAMILY DWELLING,25.00,100.00,125 VERPLANCK 14208
127,VERPLANCK,14208,TWO FAMILY DWELLING,25.00,100.00,127 VERPLANCK 14208
272,CHELSEA,14215,ONE FAMILY DWELLING,6.00,0.00,272 CHELSEA 14215
32,VERPLANCK,14208,ONE FAMILY DWELLING,30.00,30.00,32 VERPLANCK 14208
223,WINSLOW,14208,TWO FAMILY DWELLING,30.00,103.00,223 WINSLOW 14208
71,LANDON,14208,TWO FAMILY DWELLING,33.00,110.00,71 LANDON 14208
118,VERPLANCK,14208,ONE FAMILY DWELLING,30.00,100.00,118 VERPLANCK 14208
223,WAVERLY,14208,RESIDENTIAL VACANT LAND,26.00,100.00,223 WAVERLY 14208
120,WAVERLY,14208,ONE FAMILY DWELLING,50.00,100.00,120 WAVERLY 14208
168,WAVERLY,14208,MULTIPLE RESIDENCES,30.00,100.00,168 WAVERLY 14208
15,COLFAX,14215,ONE FAMILY DWELLING,35.00,104.00,15 COLFAX 14215
204,WOODLAWN,14208,TWO FAMILY DWELLING,30.00,95.00,204 WOODLAWN 14208
77,COLFAX,14215,TWO FAMILY DWELLING,35.00,104.00,77 COLFAX 14215
10,BUTLER,14208,TWO FAMILY DWELLING,35.00,105.00,10 BUTLER 14208
40,WINSLOW,14208,RESIDENTIAL VACANT LAND,30.00,108.00,40 WINSLOW 14208
184,WOHLERS,14208,RESIDENTIAL VACANT LAND,30.00,100.00,184 WOHLERS 14208
264,BRISTOL,14206,RESIDENTIAL VACANT LAND,25.00,116.00,264 BRISTOL 14206
75,WOODLAWN,14209,ONE FAMILY DWELLING,21.18,75.00,75 WOODLAWN 14209
77,WOODLAWN,14209,ONE FAMILY DWELLING,21.16,75.00,77 WOODLAWN 14209
